祈祷;祈祷[きとう]
祈祷師;祈祷[きとう] 師[し]
祈祷会;祈祷[きとう] 会[かい]
天祐;天祐[てんゆう]
祐子;祐子[ゆうこ]
祇園;祇園[ぎおん]
地祇;地祇[ちぎ]
祢宜;祢宜[ねぎ]
禄;禄[ろく]
元禄;元禄[げんろく]
貫禄;貫禄[かんろく]
余禄;余禄[よろく]
文禄;文[ぶん] 禄[ろく]
嘉禎;嘉禎[かてい]
禎子;禎子[さだこ]
禎一;禎一[さだかず]
秤;秤[はかり]
秤量;秤量[ひょうりょう]
天秤座;天秤[てんびん] 座[ざ]
黍;黍[きび]
玉蜀黍;玉蜀黍[とうもろこし]
砂糖黍;砂糖黍[さとうきび]
禿;禿[かむろ]
禿る;禿[かむろ]る
禿頭;禿頭[はげあたま]
稔(人名);稔[みのる](人名)
稔る;稔[みの]る
(不)稔性;(不)稔[ねん] 性[せい]
稗;稗[ひえ]
穣;穣[じょう]
豊穣;豊穣[ほうじょう]
１００穣;１００ 穣[じょう]
稜;稜[りょう]
山稜;山稜[さんりょう]
稜線;稜線[りょうせん]
気骨稜稜;気骨[きこつ] 稜稜[りょうりょう]
稀;稀[まれ]
稀少;稀少[きしょう]
清穆;清穆[せいぼく]
穆々;穆々[ぼくぼく]
窺く;窺[のぞ]く
窺う;窺[うかが]う
見窄らしい;見[み]窄[すぼ]らしい
狭窄;狭窄[きょうさく]
穿る;穿[ほじ]る
穿孔;穿孔[せんこう]
穿刺;穿刺[せんし]
竃;竃[へっつい]
竪穴;竪穴[たてあな]
竪琴;竪琴[たてごと]
颯爽;颯爽[さっそう]
兵站;兵站[へいたん]
靖国神社;靖国[やすくに] 神社[じんじゃ]
妾;妾[そばめ]
衿;衿[えり]
袷;袷[あわせ]
袴;袴[はかま]
襖;襖[ふすま]
笙;笙[しょう]
筏;筏[いかだ]
簾;簾[すだれ]
箪笥;箪笥[たんす]
竿;竿[さお]
竿竹;竿竹[さおだけ]
釣竿;釣竿[つりざお]
旗竿;旗竿[はたざお]
箆;箆[へら]
箔;箔[はく]
金箔;金箔[きんぱく]
箔を付ける;箔[はく]を 付[つ]ける
箔が付く;箔[はく]が 付[つ]く
箔つけワイフ;箔[はく]つけワイフ
箪笥;箪笥[たんす]
箭;箭[や]
筑波(場所);筑波[つくば](場所)
篠田;篠[しの] 田[だ]
篠宮;篠宮[しのみや]
篠木;篠木[しのき]
篠付く;篠[しの] 付[つ]く
簒奪;簒奪[さんだつ]
編纂;編纂[へんさん]
天竺;天竺[てんじく]
笈;笈[おい]
箕;箕[みの]
篇;篇[へん]
筈;筈[はず]
手筈;手筈[てはず]
簸;簸[ひ]
粕;粕[かす]
糟;糟[かす]
糊;糊[のり]
糊口;糊口[ここう]
糊塗;糊塗[こと]
糊代;糊代[のりしろ]
糊づけた;糊[のり]づけた
糊付け;糊付[のりづ]け
籾殻;籾殻[もみがら]
糠;糠[ぬか]
糠にくぎ;糠[ぬか]にくぎ
糞;糞[くそ]
糞便;糞便[ふんべん]
粟;粟[あわ]
粟粒;粟粒[あわつぶ]
繋ぐ;繋[つな]ぐ
繋留;繋留[けいりゅう]
経綸;経綸[けいりん]
絨毯;絨毯[じゅうたん]
絨毛;絨毛[じゅうもう]
絆;絆[きずな]
綜合;綜合[そうごう]
錯綜;錯綜[さくそう]
紐;紐[ひも]
八紘;八紘[はっこう]
紘子（人名）;紘子[ひろこ]（人名）
紘一（人名）;紘一[こういち]（人名）
纏め;纏[まと]め
纏う;纏[まと]う
纏いつく;纏[まとい]いつく
纏足;纏足[てんそく]
絢爛;絢爛[けんらん]
絢爛豪華;絢爛[けんらん] 豪華[ごうか]
刺繍;刺繍[ししゅう]
絹紬;絹紬[けんちゅう]
綺麗;綺麗[きれい]
綾;綾[あや]
綾取り;綾取[あやと]り
綾織;綾織[あやおり]
絃楽器;絃楽器[げんがっき]
縞;縞[しま]
綬章;綬章[じゅしょう]
紗;紗[しゃ]
舵;舵[かじ]
操舵;操舵[そうだ]
舵手;舵手[だしゅ]
舵取り;舵取[かじと]り
聯合;聯合[れんごう]
聡明;聡明[そうめい]
招聘;招聘[しょうへい]
耽る;耽[ふけ]る
耽美;耽美[たんび]
耽溺;耽溺[たんでき]
耽美系;耽美[たんび] 系[けい]
有耶無耶;有耶無耶[うやむや]
蚤;蚤[のみ]
蟹;蟹[かに]
蛋白;蛋白[たんぱく]
蟄居閉門;蟄居[ちっきょ] 閉門[へいもん]
閉門蟄居;閉門[へいもん] 蟄居[ちっきょ]
蝿;蝿[はえ]
五月蝿い;五月蝿[うるさ]い
蟻;蟻[あり]
蝋;蝋[ろう]
蝋燭;蝋燭[ろうそく]
蝦;蝦[えび]
蝦夷;蝦夷[えぞ]
蛸;蛸[たこ]
螺;螺[にし]
螺子;螺子[ねじ]
螺旋;螺旋[らせん]
蝉;蝉[せみ]
空蝉;空蝉[うつせみ]
蛙;蛙[かえる]
蛾;蛾[が]
蛤;蛤[はまぐり]
蛭;蛭[ひる]
蛎;蛎[かき]
罫;罫[けい]
罫紙;罫紙[けいし]
罫線;罫線[けいせん]
袈裟;袈裟[けさ]
大袈裟;大袈裟[おおげさ]
袈裟;袈裟[けさ]
大袈裟;大袈裟[おおげさ]
直截;直截[ちょくせつ]
拓哉;拓哉[たくや]
諮詢;諮詢[しじゅん]
諄い;諄[くど]い
諄々しい;諄々[くどくど]しい
復讐;復讐[ふくしゅう]
諌める;諌[いさ]める
諌早港;諌早[いさはや] 港[こう]
諒する;諒[りょう]する
讃える;讃[たた]える
賞讃;賞[しょう] 讃[さん]
讃歌;讃歌[さんか]
訊く;訊[き]く
訊ねる;訊[たず]ねる
訊問;訊問[じんもん]
秘訣;秘訣[ひけつ]
訣別;訣別[けつべつ]
詑摩;詑摩[たくま]
交誼;交誼[こうぎ]
厚誼;厚誼[こうぎ]
友誼;友誼[ゆうぎ]
謬る;謬[あやま]る
謬見;謬見[びゅうけん]
謬説;謬説[びょうせつ]
不謬性;不[ふ]謬性[びょうせい]
誤謬;誤謬[ごびょう]
お詫び;お 詫[わ]び
諏訪市;諏訪[すわ] 市[し]
諺;諺[ことわざ]
誹謗;誹謗[ひぼう]
誹毀;誹毀[ひき]
所謂;所謂[いわゆる]
諜報;諜報[ちょうほう]
註;註[ちゅう]
註文;註文[ちゅうもん]
譬える;譬[たと]える
譬喩;譬喩[ひゆ]
轟く;轟[とどろ]く
轟音;轟音[ごうおん]
大輔;大輔[だいすけ]
輻射;輻射[ふくしゃ]
輯;輯
豹;豹[ひょう]
豹変;豹変[ひょうへん]
貴賎;貴賎[きせん]
貰う;貰[もら]う
賑わう;賑[にぎ]わう
賑やか;賑[にぎ]やか
躓く;躓[つまず]く
蹄;蹄[ひずめ]
蹄鉄;蹄鉄[ていてつ]
口蹄疫;口蹄疫[こうていえき]
秘蹟;秘蹟[ひせき]
奇蹟;奇蹟[きせき]
跨ぐ;跨[また]ぐ
跨る;跨[またが]る
跨線橋;跨線橋[こせんきょう]
跪く;跪[ひざまず]く
醤油;醤油[しょうゆ]
醍醐;醍醐[だいご]
醍醐味;醍醐味[だいごみ]
醍醐;醍醐[だいご]
醍醐味;醍醐味[だいごみ]
芳醇;芳醇[ほうじゅん]
麹;麹[こうじ]
米麹;米麹[こめこうじ]
釦;釦[ぼたん]
銚子;銚子[ちょうし]
銚子丸;銚子[ちょうし] 丸[まる]
鋤;鋤[すき]
鋤く;鋤[す]く
鏑木;鏑木[かぶらき]
流鏑馬;流鏑馬[やぶさめ]
鋸;鋸[のこ]
鋸歯;鋸歯[きょし]
円錐形;円錐[えんすい] 形[けい]
角錐;角錐[かくすい]
鍬;鍬[くわ]
馬鍬;馬鍬[まんが]
鋲;鋲[びょう]
鋲釘;鋲[びょう] 釘[くぎ]
鋲打ち機;鋲[びょう] 打[う]ち 機[き]
錫;錫[すず]
錨;錨[いかり]
釘;釘[くぎ]
鑓;鑓[やり]
舌鋒;舌鋒[ぜっぽう]
先鋒;先鋒[せんぽう]
急先鋒;急先鋒[きゅうせんぽう]
相鎚;相鎚[あいづち]
金鎚;金鎚[かなづち]
鉦;鉦[かね]
錆;錆[さび]
錆びる;錆[さ]びる
鍾乳洞;鍾乳洞[しょうにゅうどう]
鍾乳石;鍾乳石[しょうにゅうせき]
鋏;鋏
閃く;閃[ひらめ]く
閃光;閃光[せんこう]
悶える;悶[もだ]える
煩悶;煩悶[はんもん]
苦悶;苦悶[くもん]
悶々;悶々[もんもん]
太閤;太閤[たいこう]
雫;雫[しずく]
霞;霞[かすみ]
霞ヶ関;霞ヶ関[かすみがせき]
翰;翰
斡旋;斡旋[あっせん]
鞍;鞍[くら]
鞍馬;鞍馬[あんば]
鞭;鞭[むち]
鞭毛;鞭[むち] 毛[け]
鞭撻;鞭撻[べんたつ]
教鞭をとる;教鞭[きょうべん]をとる
鞘;鞘[さや]
鞄;鞄[かばん]
靭帯;靭帯[じんたい]
強靭;強靭[きょうじん]
鞠;鞠[まり]
手鞠;手鞠[てまり]
蹴鞠;蹴鞠[けまり]
顛末;顛末[てんまつ]
動顛;動[どう]顛[てん]
穎脱;穎脱[えいだつ]
穎悟;穎悟[えいご]
頗る;頗[すこぶ]る
偏頗;偏頗[へんぱ]
頌歌;頌歌[しょうか]
頚;頚[くび]
頚動脈;頚動脈[けいどうみゃく]
晩餐会;晩餐[ばんさん] 会[かい]
聖餐;聖餐[せいさん]
饗宴;饗宴[きょうえん]
饗応;饗応[きょうおう]
蝕;蝕[しょく]
蝕む;蝕[むしば]む
飴;飴[あめ]
凌駕;凌駕[りょうが]
飛騨(場所);飛騨[ひだ](場所)
馳せる;馳[は]せる
馳せ参じる;馳[は]せ 参[さん]じる
御馳走;御馳走[ごちそう]
騙す;騙[だま]す
馴れ合い;馴れ合[なれあ]い
馴れ馴れしい;馴れ馴[なれな]れしい
馴化;馴化[じゅんか]
馴染み;馴染[なじ]み
駁論;駁論[ばくろん]
論駁;論駁[ろんばく]
反駁;反駁[はんばく]
駈ける;駈[か]ける
駆け足;駆け足[かけあし]
駆け出し;駆け出[かけだ]し
駆け落ち;駆け落[かけお]ち
驢馬;驢馬[ろば]
鰻;鰻[うなぎ]
鰻登り;鰻登[うなぎのぼ]り
鯛;鯛[たい]
鯛焼き;鯛[たい] 焼[や]き
鰯;鰯[いわし]
鱒;鱒[ます]
鮭;鮭[さけ]
鮪;鮪[まぐろ]
鮎;鮎[あゆ]
鮎川;鮎川[あゆかわ]
鯵;鯵[あじ]
鱈;鱈[たら]
鱈子;鱈子[たらこ]
鯖;鯖[さば]
鮫;鮫[さめ]
鰹;鰹[かつお]
鰍;鰍[かじか]
鰐;鰐[わに]
鮒;鮒[ふな]
鮨;鮨[すし]
鰭;鰭[ひれ]
鴎;鴎[かもめ]
大鵬;大鵬[たいほう]
白鵬;白[はく] 鵬[ほう]
鸚鵡;鸚鵡[おうむ]
鸚鵡;鸚鵡[おうむ]
鵜;鵜[う]
鵜飼;鵜飼[うかい]
鵜匠;鵜匠[うしょう]
鷺;鷺[さぎ]
白鷺城;白鷺城[しらさぎじょう]
鷲;鷲[わし]
鴨;鴨[かも]
鳶;鳶[とび]
鳶色;鳶色[とびいろ]
鳶が鷹を生む;鳶[とび]が 鷹[たか]を 生[う]む
塵;塵[ちり・ごみ]
塵埃;塵埃[じんあい]
後塵;後塵[こうじん]
塵芥;塵芥[ごみ]
微塵;微塵[みじん]
粉塵;粉塵[ふんじん]
宇宙塵;宇宙塵[うちゅうじん]
麒麟;麒麟[きりん]
瞑る;瞑[つむ・つぶ]る
瞑想;瞑想[めいそう]
瞑目;瞑目[めいもく]
暝;暝
坐る;坐[すわ]る
坐禅;坐禅[ざぜん]
坐薬;坐薬[ざやく]
朔太郎;朔太郎[さくたろう]
朔望;朔[さく] 望[ぼう]
曳く;曳[ひ]く
曳航;曳航[えいこう]
洩らす;洩[も]らす
洩れる;洩[も]れる
漏洩;漏洩[ろうせつ・ろうえい]
彗星;彗星[すいせい・ほうきぼし]
智慧;智慧[ちえ]
嘉悦;嘉悦[かえつ]
嘉手納;嘉手納[かでな]
新嘉坡;新嘉坡[シンガポール]
兇行;兇行[きょうこう]
兇暴;兇暴[きょうぼう]
兇器;兇器[きょうき]
兇悪;兇悪[きょうあく]
兜;兜[かぶと]
憂欝;憂[ゆう] 欝[うつ]
陰欝;陰[いん] 欝[うつ]
暗欝;暗[くら] 欝[うつ]
劫;劫[こう]
永劫;永劫[えいごう]
劫罰;劫[こう] 罰[ばつ]
感歎;感歎[かんたん]
驚歎;驚歎[きょうたん]
悲歎;悲歎[ひたん]
輿;輿[こし]
神輿;神輿[しんよ]
御輿;御輿[みこし]
輿入れ;輿入[こしい]れ
巽;巽[たつみ・そん]
歪む;歪[いが・ゆが・ひず]む
歪;歪[いびつ]
翠玉;翠玉[すいぎょく]
翡翠;翡翠[ひすい]
黛;黛[まゆずみ]
鼎;鼎[かなえ]
鼎談;鼎談[ていだん]
鹵獲;鹵獲[ろかく]
石鹸;石鹸[せっけん]
鹸化;鹸化[けんか]
敬虔;敬虔[けいけん]
燕;燕[つばめ]
嘗める;嘗[な]める
臥薪嘗胆;臥薪嘗胆[がしんしょうたん]
新嘗祭;新嘗祭[にいなめさい]
殆ど;殆[ほとん]ど
孟子;孟子[もうし]
牌;牌[ぱい]
覗く;覗[のぞ]く
彪;彪[あや]
秦;秦[しん]
雀;雀[すずめ]
雲雀;雲雀[ひばり]
朱雀;朱雀[すざく]
麻雀;麻雀[まーじゃん]
隼;隼[はやぶさ]
隼;隼[じゅん]
耀く;耀[かがや]く
夷;夷[えびす]
征夷大将軍;征夷大将軍[せいいたいしょうぐん]
焼夷弾;焼夷弾[しょういだん]
嚢;嚢
暢気;暢気[のんき]
流暢;流暢[りゅうちょう]
廻る;廻[めぐ・まわ]る
廻す;廻[まわ]す
欣快;欣快[きんかい]
欣喜雀躍;欣喜雀躍[きんきじゃくやく]
毅然;毅然[きぜん]
波斯;波斯[ペルシャ]
瓦斯;瓦斯[がす]
其の;其[そ]の
其方;其方[そちら]
其の他;其[そ]の 他[ほか]
匙;匙[さじ]
匙を投げる;匙[さじ]を 投[な]げる
匡正;匡正[きょうせい]
肇;肇[はじめ]
麿;麿[まろ]
歌麿;歌麿[うたまろ]
叢書;叢書[そうしょ]
一叢;一叢[ひとむら]
甲斐;甲斐[かい]
やり甲斐;やり 甲斐[がい]
生き甲斐;生き甲斐[いきがい]
甲斐ない;甲斐[かい]ない
卿;卿[きょう]
翫ぶ;翫[もてあそ]ぶ
於いて;於[お]いて
外套;外套[がいとう]
常套;常套[じょうとう]
叛乱;叛乱[はんらん]
尖る;尖[とが]る
尖塔;尖塔[せんとう]
壷;壷[つぼ]
叡智;叡智[えいち]
叡知;叡知[えいち]
比叡山;比叡山[ひえいざん]
酋長;酋長[しゅうちょう]
鴬;鴬[うぐいす]
鶯;鶯[うぐいす]
赫怒;赫怒[かくど]
赫々;赫々[かくかく]
草臥れる;草臥[くたび]れる
臥る;臥[ね]る
背臥位;背臥位[はいがい]
臥位;臥位[がい]
田臥;田臥[たぶせ]
臥薪嘗胆;臥薪嘗胆[がしんしょうたん]
仰臥;仰臥[ぎょうが]
甥;甥[おい]
甥っ子;甥[おい]っ 子[こ]
瓢箪;瓢箪[ひょうたん]
干瓢;干瓢[かんぴょう]
琵琶;琵琶[びわ]
琵琶湖;琵琶湖[びわこ]
琵琶;琵琶[びわ]
琵琶湖;琵琶湖[びわこ]
叉のある;叉[また]のある
叉手網;叉手網[さであみ]
叉銃;叉銃[さじゅう]
交叉;交叉[こうさ]
三叉;三叉[みつまた]
李舜臣;李[り] 舜臣[しゅんしん]
畠;畠[はたけ]
畠山(人名);畠山[はたけやま](人名)
圃場;圃場[ほじょう]
田圃;田圃[たんぼ]
苗圃;苗圃[びょうほ]
丞(人名);丞[じょう](人名)
丞相;丞相[じょうしょう]
亮;亮[りょう]
亮子;亮子[りょうこ]
胤;胤[たね]
胤違い;胤[たね] 違[ちが]い
落胤;落胤[らくいん]
疏水;疏水[そすい]
注疏;注疏[ちゅうそ]
膏;膏[あぶら]
膏薬;膏薬[こうやく]
膏血;膏血[こうけつ]
軟膏;軟膏[なんこう]
絆創膏;絆創膏[ばんそうこう]
魁偉;魁偉[かいい]
魁皇;魁皇[かいおう]
花魁;花魁[おいらん]
馨(人名);馨[かおり](人名)
符牒;符牒[ふちょう]
通牒;通牒[つうちょう]
瞥見;瞥見[べっけん]
一瞥;一瞥[いちべつ]
睾丸;睾丸[こうがん]
巫女;巫女[みこ]
倫敦;倫敦[ろんどん]
敦子;敦子[あつこ]
奎;奎[けい]
翔る;翔[かけ]る
飛翔;飛翔[ひしょう]
皓歯;皓歯[こうし]
黎明;黎明[れいめい]
赳赳たる;赳赳[きゅうきゅう]たる
赳夫(人名);赳夫[たけお](人名)
已める;已[や]める
已むを得ず;已[や]むを 得[え]ず
棘;棘[とげ]
荊棘;荊棘[けいきょく]
類聚;類聚[るいじゅう]
甦る;甦[よみがえ]る
剪み;剪[はさ]み
剪定;剪定[せんてい]
剪断;剪断[せんだん]
躾;躾[しつけ]
不躾;不躾[ぶしつけ]
夥しい;夥[おびただ]しい
鼾;鼾[いびき]
鼾声;鼾声[かんせい]
祟る;祟[たた]る
祟り;祟[たた]り
粁;粁[きろめーとる]
糎;糎[せんち]
粍;粍[みりめーとる]
噸;噸[とん]
哩;哩[まいる]
浬;浬[かいり]
吋;吋[いんち]
呎;呎
梵天;梵天[ぼんてん]
梵語;梵語[ぼんご]
仏陀;仏陀[ぶつだ]
お陀仏;お 陀仏[だぶつ]
加奈陀;加奈陀[かなだ]
阿蘭陀;阿蘭陀[おらんだ]
菩薩;菩薩[ぼさつ]
薩摩(芋);薩摩[さつま]( 芋[いも])
菩提寺;菩提寺[ぼだいじ]
菩薩;菩薩[ぼさつ]
盲唖;盲唖[もうあ]
聾唖;聾唖[ろうあ]
お釈迦;お 釈迦[しゃか]
釈迦牟尼;釈迦牟尼[しゃかむに]
珈琲;珈琲[こーひー]
珈琲;珈琲[こーひー]
檜;檜[ひのき]
轡;轡[たずな]
淵;淵[ふち]
深淵;深淵[しんえん]
伍長;伍長[ごちょう]
落伍;落伍[らくご]
大悟;大悟[たいご]
一伍一什;一伍一什[いちごいちじゅう]
伍を重ねる;伍[ご]を 重[かさ]ねる
什器;什器[じゅうき]
什物;什物[じゅうもつ]
一伍一什;一伍一什[いちごいちじゅう]
萬;萬[よろず]
萬葉集;萬葉[まんよう] 集[しゅう]
邁進;邁進[まいしん]
高邁;高邁[こうまい]
逞しい;逞[たくま]しい
燈;燈[あかり]
幻燈;幻燈[げんとう]
脳裡;脳裡[のうり]
心裡留保;心裡[しんり] 留保[りゅうほ]
国際場裡;国際[こくさい] 場裡[じょうり]
薗;薗[その]
鋪道;鋪道[ほどう]
店鋪;店鋪[てんぽ]
長嶋;長嶋[ながしま]
三嶋;三嶋[みしま]
松嶋;松嶋[まつしま]
横峯;横[よこ] 峯[みね]
大峯;大峯[おおみね]
巌流島巌窟;巌流島[がんりゅうじま] 巌窟[がんくつ]
埜;埜
舘;舘[たち]
舘;舘[かん]
寵児;寵児[ちょうじ]
寵愛;寵愛[ちょうあい]
恩寵;恩寵[おんちょう]
聾になる;聾[つんぼ]になる
聾する;聾[ろう]する
聾唖;聾唖[ろうあ]
聾学校;聾[つんぼ] 学校[がっこう]
慾;慾[よく]
幾年にも亙る;幾年[いくねん]にも 亙[わた]る
躯体;躯体[くたい]
躯幹;躯幹[くかん]
体躯;体躯[たいく]
長躯;長躯[ちょうく]
痩躯;痩躯[そうく]
巨躯;巨躯[きょく]
大嶽;大嶽[おおたけ]
富嶽;富嶽[ふがく]
國;國[くに]
脛;脛[はぎ]
脛骨;脛骨[けいこつ]
勁悍;勁悍[けいかん]
祀る;祀[まつ]る
祭祀;祭祀[さいし]
合祀;合祀[ごうし]
分祀;分[ぶん] 祀[し]
お祓い;お 祓[はら]い
禊祓;禊[みそぎ]祓[はらえ]
大祓;大祓[おおはらい]
躊躇う;躊躇[ためら]う
躊躇い;躊躇[ためら]い
躊躇;躊躇[ちゅうちょ]
壽屋;壽屋[ことぶきや]
躊躇;躊躇[ちゅうちょ]
躊躇い;躊躇[ためら]い
躊躇う;躊躇[ためら]う
饅頭;饅頭[まんじゅう]
嘔吐;嘔吐[おうと]
鼈;鼈[すっぽん]
鼈甲;鼈甲[べっこう]
欽定;欽定[きんてい]
欽一(人名);欽一[きんいち](人名)
侑;侑
梧桐;梧桐[あおぎり]
而も;而[しか]も
形而上学;形而上学[けいじじょうがく]
掟;掟[おきて]
