厳[きび]しい 厳[おごそ]か  威厳[いげん] 厳粛[げんしゅく]
簡単[かんたん] 簡易[かんい]  簡素[かんそ]
素晴[すば]らしい 素朴[そぼく] 炭素[たんそ]  素直[すなお] 酸素[さんそ] 窒素[ちっそ] 素敵[すてき]  素人[しろうと]  素早[すばや]い  味の素[あじのもと]
(親)孝行[(おや)こうこう]  不孝[ふこう]
-殿[どの]  御殿[ごてん]  殿下[でんか]  宮殿[きゅうでん]
~業[ぎょう]
お凸[とつ]  凹凸[おうとつ]  凸凹[でこぼこ]  凸版[とっぱん]
お勧[すす]め  勧告[かんこく]  勧誘[かんゆう]
お姉[ねえ]さん 姉[あね] 姉妹[しまい]
お嬢[じょう]さん  令嬢[れいじょう]
お尻[しり]  尻尾[しっぽ]
お湯[ゆ] 熱湯[ねっとう] 銭湯[せんとう]
お礼[れい]  礼儀[れいぎ]
お願[ねが]い 願[ねが]う 祈願[きがん]
ご免[めん]  免[まぬか]れる  免許[めんきょ]  免責[めんせき]
ご無沙汰[ぶさた] 取り沙汰[とりざた]
一
一隻[いっせき]  隻語[せきご] 隻手[せきしゅ]
一介[いっかい]  紹介[しょうかい]  厄介[やっかい]
一件[いっけん]  事件[じけん]
一個[いっこ]  個人[こじん]
一斉[いっせい]  均斉[きんせい]  斉唱[せいしょう]
一疋[いっぴき]
一緒[いっしょ]  内緒[ないしょ]  由緒[ゆいしょ]
一般[いっぱん]  全般[ぜんぱん]
一覧[いちらん]  観覧[かんらん] ご覧[らん]になる
丁寧[ていねい]  丁度[ちょうど] 一丁[いっちょう]
丈[たけ]  背丈[せたけ]  丈夫[じょうぶ]
下痢[げり]  赤痢[せきり]
不[ふ]
不朽[ふきゅう]  老朽[ろうきゅう]
不浄[ふじょう]  清浄[せいじょう]  浄化[じょうか]
与[あた]える  寄与[きよ]  付与[ふよ]  与党[よとう]
丑[うし]
世界[せかい]  業界[ぎょうかい]
世紀[せいき]  風紀[ふうき]  紀元[きげん]
丘[おか]  丘陵[きゅうりょう] 墳丘[ふんきゅう]
丙[へい]
両親[りょうしん]  両手[りょうて] 一両[いちりょう]
並[な]み  並[なら]ぶ  軒並[のきなみ]  並行[へいこう]
中[なか]
中央[ちゅうおう]
中枢[ちゅうすう]  枢軸[すうじく]
串[くし]  串[くし]揚[あ]げ
丸[まる]  一丸[いちがん]
丹[に]  丹精[たんせい]  丹念[たんねん]  伊勢丹[いせたん]
主[しゅ]  主[ぬし]に ご主人[しゅじん]  坊主[ぼうず]  家主[やぬし]
主宰[しゅさい]  宰相[さいしょう]
丼[どんぶり]  牛丼[ぎゅうどん]
乃[の]  乃至[ないし]
久[ひさ]しぶり  永久[えいきゅう]  恒久[こうきゅう]  悠久[ゆうきゅう]
之[の]
乏[とぼ]しい  貧乏[びんぼう]  欠乏[けつぼう]  窮乏[きゅうぼう]
乗[の]る  乗[の]せる  搭乗券[とうじょうけん]  乗[じょう]ずる  乗客[じょうきゃく]
乙[おつ]  甲乙[こうおつ]  乙女[おとめ]
九
乞食[こじき]
也[なり]
乱[らん]だす  乱[みだ]れる  混乱[こんらん] 錯乱[さくらん]
乳[ちち]  乳首[ちくび]  乳房[ちぶさ]  牛乳[ぎゅうにゅう] 凝乳[ぎょうにゅう] 発酵乳[はっこうにゅう]
乾[かわ]く  乾季[かんき]  乾杯[かんぱい]
亀[かめ]  亀裂[きれつ]
予[あらかじ]め 予[か]ねて  予定[よてい]  予想[よそう]  予算[よさん]  予測[よそく]  予約[よやく]  猶予[ゆうよ]  予報[よほう]
争[あらそ]う  戦争[せんそう]  紛争[ふんそう]
事[こと]
互[たが]い  相互[そうご]
井戸[いど]  天井[てんじょう]  油井[ゆせい]
亘[わた]る
亡[な]くす  死亡[しぼう]
交[か]わす  交[ま]ぜる  交[ま]じる  交[まじ]わる  交渉[こうしょう]  交換[こうかん]  交際[こうさい]  交替[こうたい]  交通費[こうつうひ]
亥[い]
享受[きょうじゅ]
亭主[ていしゅ]  料亭[りょうてい]
人[ひと]
仁[じん]  仁義[じんぎ]
今[こん]  今日[きょう]  今年[ことし]  今朝[けさ]  今後[こんご]
仏[ふつ]  大仏[だいぶつ]  仏蘭西[ふらんす]  仏文[ふつぶん]
仕上[しあ]げる  仕方[しかた]  仕様[しよう]
他[ほか]  他人[たにん]  他国[たこく]
付[つ]く  添付[てんぷ]  寄付[きふ]  送付[そうふ]
仙人[せんにん]  水仙[すいせん]
代[だい]  代[か]わる  時代[じだい] 団塊世代[だんかいせだい] 苗代[なわしろ]
